affinity,base_blue_px,base_blue_units,base_element_sharpness_multiplier,base_green_px,base_green_units,base_max_sharpness,base_orange_px,base_orange_units,base_purple_px,base_purple_units,base_raw_sharpness_multiplier,base_red_px,base_red_units,base_total_units,base_white_px,base_white_units,base_yellow_px,base_yellow_units,can_extend_by_handicraft,defense_bonus,display_attack,elderseal,element_type,element_value,exclude_reason,handicraft5_blue_px,handicraft5_blue_units,handicraft5_element_sharpness_multiplier,handicraft5_green_px,handicraft5_green_units,handicraft5_max_sharpness,handicraft5_orange_px,handicraft5_orange_units,handicraft5_purple_px,handicraft5_purple_units,handicraft5_raw_sharpness_multiplier,handicraft5_red_px,handicraft5_red_units,handicraft5_total_units,handicraft5_white_px,handicraft5_white_units,handicraft5_yellow_px,handicraft5_yellow_units,handicraft_gain_units,handicraft_value_type,include_in_model,is_hidden_element,rarity,slot_1,slot_2,slot_3,source_category,true_raw,weapon_name,weapon_type,weapon_url,source_category_detailed,model_role,efr_train_inclusion,validation_inclusion,classification_note,include_in_efr_train,include_in_validation,affinity_multiplier_no_critboost,affinity_multiplier_critboost3,base_efr_no_critboost,base_efr_critboost3,handicraft5_efr_no_critboost,handicraft5_efr_critboost3,efr_gain_from_handicraft_no_critboost,efr_gain_from_handicraft_critboost3,efr_gain_from_handicraft_percent_no_critboost,efr_gain_from_handicraft_percent_critboost3,rarity_median_base_efr_critboost3,rarity_median_handicraft5_efr_critboost3,base_efr_residual_percent,handicraft5_efr_residual_percent,base_efr_outlier_label,handicraft5_efr_outlier_label
30,12.5,50.0,1.0625,25.0,100.0,blue,15.0,60.0,0.0,0.0,1.2,20.0,80.0,350.0,0.0,0.0,15.0,60.0,True,20,768,,麻痹,450.0,,17.5,70.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,20.0,80.0,400.0,7.5,30.0,15.0,60.0,50.0,unlocks_white,True,False,7,,,,material_or_elder,160,铠罗炎·痹贼,大剑,https://mhworld.kiranico.com/zh/weapons/DAHaHxQ/kai-luo-yan-bi-zei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.075,1.12,206.39999999999998,215.04000000000002,227.04000000000002,236.54400000000004,20.640000000000043,21.50400000000002,0.10000000000000031,0.10000000000000009,,,,,no_baseline,no_baseline
10,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,30,912,,睡眠,270.0,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,7,,,,material_or_elder,190,铠罗炎·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/JvHZHe8/kai-luo-yan-gu-chui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,233.7,237.12,233.7,237.12,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
10,10.0,40.0,1.0625,5.0,20.0,blue,17.5,70.0,0.0,0.0,1.2,50.0,200.0,350.0,0.0,0.0,5.0,20.0,True,20,960,中,龙,300.0,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,50.0,unlocks_white,True,False,7,,,,material_or_elder,200,铠罗炎·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/YLHVHV6/kai-luo-yan-shi-tao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,245.99999999999997,249.60000000000002,270.59999999999997,274.56,24.599999999999994,24.95999999999998,0.10000000000000009,0.09999999999999987,,,,,no_baseline,no_baseline
0,10.0,40.0,1.0625,7.5,30.0,blue,25.0,100.0,0.0,0.0,1.2,37.5,150.0,350.0,0.0,0.0,7.5,30.0,True,20,912,,水,540.0,,15.0,60.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,37.5,150.0,400.0,7.5,30.0,7.5,30.0,50.0,unlocks_white,True,True,8,3.0,,,material_or_elder,190,铠罗炎·水,大剑,https://mhworld.kiranico.com/zh/weapons/XVHDHGw/kai-luo-yan-shui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,228.0,228.0,250.8,250.8,22.80000000000001,22.80000000000001,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
10,25.0,100.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,17.5,70.0,350.0,0.0,0.0,10.0,40.0,True,0,1008,,雷,480.0,,37.5,150.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,17.5,70.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,8,,,,material_or_elder,210,皇金大剑·雷,大剑,https://mhworld.kiranico.com/zh/weapons/6RHpHNN/huang-jin-da-jian-lei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,258.29999999999995,262.08,258.29999999999995,262.08,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
20,12.5,50.0,1.0625,7.5,30.0,blue,25.0,100.0,0.0,0.0,1.2,35.0,140.0,350.0,0.0,0.0,7.5,30.0,True,0,912,,水,480.0,,17.5,70.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,35.0,140.0,400.0,7.5,30.0,7.5,30.0,50.0,unlocks_white,True,False,8,,,,material_or_elder,190,皇金大剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/2pHVHgq/huang-jin-da-jian-shui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,239.4,246.24,263.34000000000003,270.86400000000003,23.940000000000026,24.624000000000024,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
10,15.0,60.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,12.5,50.0,True,15,984,,爆破,480.0,,27.5,110.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,12.5,50.0,50.0,extends_same_tier,True,False,8,1.0,,,material_or_elder,205,皇金大剑·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/BYHpH0Y/huang-jin-da-jian-rong-shan,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,252.14999999999998,255.84,252.14999999999998,255.84,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
20,17.5,70.0,1.0625,30.0,120.0,blue,12.5,50.0,0.0,0.0,1.2,12.5,50.0,350.0,0.0,0.0,15.0,60.0,True,0,936,,火,300.0,,20.0,80.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,12.5,50.0,400.0,10.0,40.0,15.0,60.0,50.0,unlocks_white,True,False,8,1.0,,,material_or_elder,195,皇金大剑·王,大剑,https://mhworld.kiranico.com/zh/weapons/x9HPH0Y/huang-jin-da-jian-wang,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,245.70000000000002,252.72000000000003,270.27000000000004,277.9920000000001,24.57000000000002,25.272000000000048,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
20,12.5,50.0,1.0625,5.0,20.0,blue,17.5,70.0,0.0,0.0,1.2,47.5,190.0,350.0,0.0,0.0,5.0,20.0,True,0,984,中,龙,360.0,,15.0,60.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,47.5,190.0,400.0,10.0,40.0,5.0,20.0,50.0,unlocks_white,True,False,8,1.0,,,material_or_elder,205,皇金大剑·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/WJHXH8e/huang-jin-da-jian-shi-tao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,258.3,265.68,284.13000000000005,292.24800000000005,25.83000000000004,26.56800000000004,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
20,15.0,60.0,1.0625,25.0,100.0,blue,15.0,60.0,0.0,0.0,1.2,17.5,70.0,350.0,0.0,0.0,15.0,60.0,True,0,840,,麻痹,480.0,,20.0,80.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,17.5,70.0,400.0,7.5,30.0,15.0,60.0,50.0,unlocks_white,True,False,8,1.0,,,material_or_elder,175,皇金大剑·痹贼,大剑,https://mhworld.kiranico.com/zh/weapons/w4HAHEJ/huang-jin-da-jian-bi-zei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,220.5,226.8,242.55,249.48000000000002,22.05000000000001,22.680000000000007,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
0,5.0,20.0,1.0625,12.5,50.0,blue,17.5,70.0,0.0,0.0,1.2,47.5,190.0,350.0,0.0,0.0,5.0,20.0,True,20,768,,水,270.0,,7.5,30.0,1.125,12.5,50.0,white,17.5,70.0,0.0,0.0,1.32,47.5,190.0,400.0,10.0,40.0,5.0,20.0,50.0,unlocks_white,True,True,6,,,,material_or_elder,160,金色的大剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/NOHQH2J/jin-se-de-da-jian-shui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,192.0,192.0,211.20000000000002,211.20000000000002,19.200000000000017,19.200000000000017,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
10,10.0,40.0,1.0625,20.0,80.0,blue,15.0,60.0,0.0,0.0,1.2,22.5,90.0,350.0,0.0,0.0,20.0,80.0,True,20,768,,冰,240.0,,17.5,70.0,1.125,20.0,80.0,white,15.0,60.0,0.0,0.0,1.32,22.5,90.0,400.0,5.0,20.0,20.0,80.0,50.0,unlocks_white,True,True,6,,,,material_or_elder,160,金色的大剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/DAHaHxN/jin-se-de-da-jian-bing,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,196.79999999999998,199.68,216.48,219.64800000000002,19.680000000000007,19.968000000000018,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
0,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,30,768,,睡眠,210.0,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,True,6,,,,material_or_elder,160,金色的大剑·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/EAHGHVP/jin-se-de-da-jian-shui-mian,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
